Date,Address,Latitude,Longitude,Coordinates,Number of Mosquitoes
19/9/07,"2200 West 113th Street, Chicago, IL 60643, USA",41.688324,-87.676709,"-87.676709,41.688324",6
19/9/07,"2200 West 89th Street, Chicago, IL 60643, USA",41.731922,-87.677512,"-87.677512,41.731922",45
19/9/07,"2400 East 105th Street, Chicago, IL 60617, USA",41.704572,-87.565666,"-87.565666,41.704572",10
19/9/07,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",1
19/9/07,"3500 West 116th Street, Chicago, IL 60655, USA",41.682587,-87.707973,"-87.707973,41.682587",4
19/9/07,"3700 118th Street, Chicago, IL 60617, USA",41.680946,-87.535198,"-87.535198,41.680946",4
19/9/07,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",4
19/9/07,"3800 East 115th Street, Chicago, IL 60617, USA",41.686398,-87.531635,"-87.531635,41.686398",4
19/9/07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",2
19/9/07,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",3
19/9/07,"4000 South Dearborn Street, Chicago, IL 60609, USA",41.821582,-87.627796,"-87.627796,41.821582",4
19/9/07,"4200 North Richmond Street, Chicago, IL 60618, USA",41.958271,-87.702575,"-87.702575,41.958271",2
19/9/07,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",1
19/9/07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",41.799282,-87.585487,"-87.585487,41.799282",3
19/9/07,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",1
19/9/07,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",7
19/9/07,"5200 South Nordica Avenue, Chicago, IL 60638, USA",41.797616,-87.797894,"-87.797894,41.797616",4
19/9/07,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",41.794781,-87.615989,"-87.615989,41.794781",1
19/9/07,"6100 South Melvina Avenue, Chicago, IL 60638, USA",41.781416,-87.776532,"-87.776532,41.781416",3
19/9/07,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",21
19/9/07,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",41.778748,-87.586427,"-87.586427,41.778748",1
19/9/07,"6500 South Racine Avenue, Chicago, IL 60636, USA",41.775051,-87.655356,"-87.655356,41.775051",1
19/9/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",41.772846,-87.740029,"-87.740029,41.772846",4
19/9/07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",41.77166,-87.703047,"-87.703047,41.77166",30
19/9/07,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",9
19/9/07,"7300 Cicero Avenue, Chicago, IL 60638, USA",41.759346,-87.745602,"-87.745602,41.759346",9
19/9/07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",5
19/9/07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",41.754292,-87.590773,"-87.590773,41.754292",1
19/9/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",41.733643,-87.55551,"-87.55551,41.733643",4
19/9/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",41.719059,-87.675088,"-87.675088,41.719059",1
19/9/07,"9800 South Avenue G, Chicago, IL 60617, USA",41.717753,-87.531657,"-87.531657,41.717753",8
19/9/07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",42
19/9/07,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",1
19/9/07,"East 91st Street, Chicago, IL, USA",41.729669,-87.582699,"-87.582699,41.729669",2
19/9/07,"South Avenue L, Chicago, IL 60617, USA",41.702724,-87.536497,"-87.536497,41.702724",8
19/9/07,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",6
19/9/07,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",1
19/9/07,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",1361
19/9/07,"South Mackinaw Avenue, Chicago, IL 60617, USA",41.737052,-87.543067,"-87.543067,41.737052",2
19/9/07,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",83
19/9/07,"South Torrence Avenue, Chicago, IL, USA",41.678618,-87.559308,"-87.559308,41.678618",19
19/9/07,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",1
19/9/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",6
19/9/07,"West 37th Place, Chicago, IL, USA",41.825902,-87.667827,"-87.667827,41.825902",1
24/9/07,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",2
24/9/07,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",17
24/9/07,"1000 South California Avenue, Chicago, IL 60612, USA",41.869107,-87.696293,"-87.696293,41.869107",8
24/9/07,"1000 West 95th Street, Chicago, IL 60643, USA",41.721474,-87.648064,"-87.648064,41.721474",16
24/9/07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",7
24/9/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",16
24/9/07,"1100 South California Avenue, Chicago, IL 60612, USA",41.868142,-87.696269,"-87.696269,41.868142",2
24/9/07,"1100 South Peoria Street, Chicago, IL 60608, USA",41.862292,-87.64886,"-87.64886,41.862292",3
24/9/07,"1100 South State Street, Chicago, IL 60605, USA",41.869216,-87.627561,"-87.627561,41.869216",7
24/9/07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",41.896282,-87.655232,"-87.655232,41.896282",5
24/9/07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",41.906638,-87.701431,"-87.701431,41.906638",26
24/9/07,"1500 North Long Avenue, Chicago, IL 60651, USA",41.907645,-87.760886,"-87.760886,41.907645",10
24/9/07,"1700 North Pulaski Road, Chicago, IL 60639, USA",41.911824,-87.726737,"-87.726737,41.911824",2
24/9/07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",42.006858,-87.675919,"-87.675919,42.006858",9
24/9/07,"1800 West Leland Avenue, Chicago, IL 60640, USA",41.966987,-87.674677,"-87.674677,41.966987",8
24/9/07,"2000 East 111th Street, Chicago, IL 60628, USA",41.692555,-87.598865,"-87.598865,41.692555",1
24/9/07,"2100 North Lawler Avenue, Chicago, IL 60639, USA",41.918705,-87.752329,"-87.752329,41.918705",8
24/9/07,"2200 North Cannon Drive, Chicago, IL 60614, USA",41.921965,-87.632085,"-87.632085,41.921965",9
24/9/07,"2200 West 113th Street, Chicago, IL 60643, USA",41.688324,-87.676709,"-87.676709,41.688324",18
24/9/07,"2200 West 51st Street, Chicago, IL 60609, USA",41.801179,-87.679447,"-87.679447,41.801179",25
24/9/07,"2200 West 89th Street, Chicago, IL 60643, USA",41.731922,-87.677512,"-87.677512,41.731922",68
24/9/07,"2200 West Pershing Road, Chicago, IL 60609, USA",41.823065,-87.678378,"-87.678378,41.823065",2
24/9/07,"2500 South Millard Avenue, Chicago, IL 60623, USA",41.846075,-87.716277,"-87.716277,41.846075",1
24/9/07,"2500 South Throop Street, Chicago, IL 60608, USA",41.846283,-87.656913,"-87.656913,41.846283",12
24/9/07,"2700 South Western Avenue, Chicago, IL 60608, USA",41.843811,-87.686763,"-87.686763,41.843811",1
24/9/07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",41.932094,-87.700117,"-87.700117,41.932094",1
24/9/07,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",41.836644,-87.677737,"-87.677737,41.836644",5
24/9/07,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",41.94016,-87.794896,"-87.794896,41.94016",13
24/9/07,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",11
24/9/07,"3500 West 116th Street, Chicago, IL 60655, USA",41.682587,-87.707973,"-87.707973,41.682587",12
24/9/07,"3500 West 51st Street, Chicago, IL 60632, USA",41.800737,-87.71188,"-87.71188,41.800737",17
24/9/07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",41.944869,-87.832763,"-87.832763,41.944869",2
24/9/07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",41.948167,-87.730698,"-87.730698,41.948167",11
24/9/07,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",5
24/9/07,"3800 North California Avenue, Chicago, IL 60618, USA",41.94983,-87.698457,"-87.698457,41.94983",2
24/9/07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",3
24/9/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",74
24/9/07,"4200 North Richmond Street, Chicago, IL 60618, USA",41.958271,-87.702575,"-87.702575,41.958271",5
24/9/07,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",46
24/9/07,"4200 West 31st Street, Chicago, IL 60623, USA",41.837085,-87.729384,"-87.729384,41.837085",6
24/9/07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",2
24/9/07,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",12
24/9/07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",41.799282,-87.585487,"-87.585487,41.799282",1
24/9/07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",41.979243,-87.750938,"-87.750938,41.979243",4
24/9/07,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",41.962728,-87.748367,"-87.748367,41.962728",23
24/9/07,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",23
24/9/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",41.961743,-87.76007,"-87.76007,41.961743",1
24/9/07,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",4
24/9/07,"5800 North Western Avenue, Chicago, IL 60659, USA",41.986921,-87.689778,"-87.689778,41.986921",18
24/9/07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",41.990284,-87.797127,"-87.797127,41.990284",3
24/9/07,"6000 West Montrose Avenue, Chicago, IL 60634, USA",41.960616,-87.777189,"-87.777189,41.960616",2
24/9/07,"6000 West Roscoe Street, Chicago, IL 60634, USA",41.942114,-87.776385,"-87.776385,41.942114",2
24/9/07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",9
24/9/07,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",19
24/9/07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",41.994991,-87.769279,"-87.769279,41.994991",3
24/9/07,"6400 West Strong Street, Chicago, IL, USA",41.970248,-87.787992,"-87.787992,41.970248",9
24/9/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",41.999129,-87.795585,"-87.795585,41.999129",11
24/9/07,"6500 South Racine Avenue, Chicago, IL 60636, USA",41.775051,-87.655356,"-87.655356,41.775051",4
24/9/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",41.772846,-87.740029,"-87.740029,41.772846",1
24/9/07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",41.77166,-87.703047,"-87.703047,41.77166",20
24/9/07,"6800 West Belden Avenue, Chicago, IL 60707, USA",41.921177,-87.79518,"-87.79518,41.921177",5
24/9/07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",15
24/9/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",24
24/9/07,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",8
24/9/07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",42.011601,-87.811506,"-87.811506,42.011601",25
24/9/07,"7300 Cicero Avenue, Chicago, IL 60638, USA",41.759346,-87.745602,"-87.745602,41.759346",8
24/9/07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",42.01743,-87.687769,"-87.687769,42.01743",8
24/9/07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",11
24/9/07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",41.754292,-87.590773,"-87.590773,41.754292",2
24/9/07,"7900 West Foster Avenue, Chicago, IL 60656, USA",41.974089,-87.824812,"-87.824812,41.974089",5
24/9/07,"8900 South Carpenter Street, Chicago, IL 60620, USA",41.732984,-87.649642,"-87.649642,41.732984",2
24/9/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",41.733643,-87.55551,"-87.55551,41.733643",6
24/9/07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",41.981964,-87.812827,"-87.812827,41.981964",32
24/9/07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",41.725517,-87.614258,"-87.614258,41.725517",9
24/9/07,"9800 South Avenue G, Chicago, IL 60617, USA",41.717753,-87.531657,"-87.531657,41.717753",7
24/9/07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",9
24/9/07,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",3
24/9/07,"East 91st Street, Chicago, IL, USA",41.729669,-87.582699,"-87.582699,41.729669",17
24/9/07,"North Streeter Drive, Chicago, IL 60611, USA",41.891126,-87.61156,"-87.61156,41.891126",4
24/9/07,"South Avenue L, Chicago, IL 60617, USA",41.702724,-87.536497,"-87.536497,41.702724",35
24/9/07,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",18
24/9/07,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",627
24/9/07,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",10
24/9/07,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",9
24/9/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",3
24/9/07,"West 37th Place, Chicago, IL, USA",41.825902,-87.667827,"-87.667827,41.825902",1
25/9/07,"3700 118th Street, Chicago, IL 60617, USA",41.680946,-87.535198,"-87.535198,41.680946",6
25/9/07,"3800 East 115th Street, Chicago, IL 60617, USA",41.686398,-87.531635,"-87.531635,41.686398",24
25/9/07,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",11
25/9/07,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",34
25/9/07,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",158
25/9/07,"South Mackinaw Avenue, Chicago, IL 60617, USA",41.737052,-87.543067,"-87.543067,41.737052",2
25/9/07,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",17
25/9/07,"South Torrence Avenue, Chicago, IL, USA",41.678618,-87.559308,"-87.559308,41.678618",81
4/10/07,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",10
4/10/07,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",6
4/10/07,"1000 South California Avenue, Chicago, IL 60612, USA",41.869107,-87.696293,"-87.696293,41.869107",8
4/10/07,"1000 West 95th Street, Chicago, IL 60643, USA",41.721474,-87.648064,"-87.648064,41.721474",9
4/10/07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",17
4/10/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",21
4/10/07,"1100 South California Avenue, Chicago, IL 60612, USA",41.868142,-87.696269,"-87.696269,41.868142",4
4/10/07,"1100 South Peoria Street, Chicago, IL 60608, USA",41.862292,-87.64886,"-87.64886,41.862292",9
4/10/07,"1100 South State Street, Chicago, IL 60605, USA",41.869216,-87.627561,"-87.627561,41.869216",3
4/10/07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",41.896282,-87.655232,"-87.655232,41.896282",2
4/10/07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",41.906638,-87.701431,"-87.701431,41.906638",22
4/10/07,"1500 North Long Avenue, Chicago, IL 60651, USA",41.907645,-87.760886,"-87.760886,41.907645",22
4/10/07,"1500 West Granville Avenue, Chicago, IL 60660, USA",41.994469,-87.667736,"-87.667736,41.994469",1
4/10/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",41.9216,-87.666455,"-87.666455,41.9216",7
4/10/07,"1700 North Pulaski Road, Chicago, IL 60639, USA",41.911824,-87.726737,"-87.726737,41.911824",40
4/10/07,"1700 West 95th Street, Chicago, IL 60643, USA",41.720848,-87.666014,"-87.666014,41.720848",3
4/10/07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",42.006858,-87.675919,"-87.675919,42.006858",1
4/10/07,"1800 West Leland Avenue, Chicago, IL 60640, USA",41.966987,-87.674677,"-87.674677,41.966987",9
4/10/07,"2000 East 111th Street, Chicago, IL 60628, USA",41.692555,-87.598865,"-87.598865,41.692555",12
4/10/07,"2100 North Lawler Avenue, Chicago, IL 60639, USA",41.918705,-87.752329,"-87.752329,41.918705",15
4/10/07,"2100 North Stave Street, Chicago, IL 60647, USA",41.919343,-87.694259,"-87.694259,41.919343",1
4/10/07,"2200 North Cannon Drive, Chicago, IL 60614, USA",41.921965,-87.632085,"-87.632085,41.921965",3
4/10/07,"2200 West 113th Street, Chicago, IL 60643, USA",41.688324,-87.676709,"-87.676709,41.688324",39
4/10/07,"2200 West 51st Street, Chicago, IL 60609, USA",41.801179,-87.679447,"-87.679447,41.801179",10
4/10/07,"2200 West 69th Street, Chicago, IL 60636, USA",41.768388,-87.678649,"-87.678649,41.768388",15
4/10/07,"2200 West 89th Street, Chicago, IL 60643, USA",41.731922,-87.677512,"-87.677512,41.731922",13
4/10/07,"2200 West Pershing Road, Chicago, IL 60609, USA",41.823065,-87.678378,"-87.678378,41.823065",3
4/10/07,"2500 South Millard Avenue, Chicago, IL 60623, USA",41.846075,-87.716277,"-87.716277,41.846075",1
4/10/07,"2500 South Throop Street, Chicago, IL 60608, USA",41.846283,-87.656913,"-87.656913,41.846283",4
4/10/07,"2500 West Grand Avenue, Chicago, IL 60654, USA",41.891118,-87.654491,"-87.654491,41.891118",34
4/10/07,"2700 South Western Avenue, Chicago, IL 60608, USA",41.843811,-87.686763,"-87.686763,41.843811",7
4/10/07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",41.932094,-87.700117,"-87.700117,41.932094",5
4/10/07,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",41.836644,-87.677737,"-87.677737,41.836644",17
4/10/07,"3000 West 18th Street, Chicago, IL 60608, USA",41.857402,-87.694991,"-87.694991,41.857402",7
4/10/07,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",41.94016,-87.794896,"-87.794896,41.94016",25
4/10/07,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",1
4/10/07,"3300 West Randolph Street, Chicago, IL 60612, USA",41.883284,-87.705085,"-87.705085,41.883284",1
4/10/07,"3500 West 116th Street, Chicago, IL 60655, USA",41.682587,-87.707973,"-87.707973,41.682587",10
4/10/07,"3500 West 51st Street, Chicago, IL 60632, USA",41.800737,-87.71188,"-87.71188,41.800737",19
4/10/07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",41.944869,-87.832763,"-87.832763,41.944869",7
4/10/07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",41.948167,-87.730698,"-87.730698,41.948167",2
4/10/07,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",12
4/10/07,"3800 North California Avenue, Chicago, IL 60618, USA",41.94983,-87.698457,"-87.698457,41.94983",5
4/10/07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",4
4/10/07,"4000 North Tripp Avenue, Chicago, IL 60641, USA",41.953705,-87.733974,"-87.733974,41.953705",2
4/10/07,"4000 South Dearborn Street, Chicago, IL 60609, USA",41.821582,-87.627796,"-87.627796,41.821582",8
4/10/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",82
4/10/07,"4200 North Richmond Street, Chicago, IL 60618, USA",41.958271,-87.702575,"-87.702575,41.958271",12
4/10/07,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",30
4/10/07,"4200 West 31st Street, Chicago, IL 60623, USA",41.837085,-87.729384,"-87.729384,41.837085",5
4/10/07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",3
4/10/07,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",19
4/10/07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",41.799282,-87.585487,"-87.585487,41.799282",6
4/10/07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",41.979243,-87.750938,"-87.750938,41.979243",6
4/10/07,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",41.962728,-87.748367,"-87.748367,41.962728",8
4/10/07,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",20
4/10/07,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",11
4/10/07,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",27
4/10/07,"5200 South Nordica Avenue, Chicago, IL 60638, USA",41.797616,-87.797894,"-87.797894,41.797616",6
4/10/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",41.961743,-87.76007,"-87.76007,41.961743",5
4/10/07,"5800 North Western Avenue, Chicago, IL 60659, USA",41.986921,-87.689778,"-87.689778,41.986921",11
4/10/07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",41.990284,-87.797127,"-87.797127,41.990284",11
4/10/07,"6000 West Montrose Avenue, Chicago, IL 60634, USA",41.960616,-87.777189,"-87.777189,41.960616",1
4/10/07,"6000 West Roscoe Street, Chicago, IL 60634, USA",41.942114,-87.776385,"-87.776385,41.942114",2
4/10/07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",14
4/10/07,"6100 South Melvina Avenue, Chicago, IL 60638, USA",41.781416,-87.776532,"-87.776532,41.781416",7
4/10/07,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",90
4/10/07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",41.994991,-87.769279,"-87.769279,41.994991",3
4/10/07,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",50
4/10/07,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",41.778748,-87.586427,"-87.586427,41.778748",1
4/10/07,"6400 West Strong Street, Chicago, IL, USA",41.970248,-87.787992,"-87.787992,41.970248",28
4/10/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",41.999129,-87.795585,"-87.795585,41.999129",3
4/10/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",41.772846,-87.740029,"-87.740029,41.772846",13
4/10/07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",41.77166,-87.703047,"-87.703047,41.77166",63
4/10/07,"6800 West Belden Avenue, Chicago, IL 60707, USA",41.921177,-87.79518,"-87.79518,41.921177",20
4/10/07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",27
4/10/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",30
4/10/07,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",9
4/10/07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",42.011601,-87.811506,"-87.811506,42.011601",50
4/10/07,"7300 Cicero Avenue, Chicago, IL 60638, USA",41.759346,-87.745602,"-87.745602,41.759346",14
4/10/07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",15
4/10/07,"7900 West Foster Avenue, Chicago, IL 60656, USA",41.974089,-87.824812,"-87.824812,41.974089",10
4/10/07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",41.725517,-87.614258,"-87.614258,41.725517",8
4/10/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",41.719059,-87.675088,"-87.675088,41.719059",10
4/10/07,"9800 South Avenue G, Chicago, IL 60617, USA",41.717753,-87.531657,"-87.531657,41.717753",14
4/10/07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",45
4/10/07,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",3
4/10/07,"East 138th Street, Riverdale, IL 60827, USA",41.644612,-87.604498,"-87.604498,41.644612",3
4/10/07,"North Streeter Drive, Chicago, IL 60611, USA",41.891126,-87.61156,"-87.61156,41.891126",21
4/10/07,"South Avenue L, Chicago, IL 60617, USA",41.702724,-87.536497,"-87.536497,41.702724",26
4/10/07,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",12
4/10/07,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",1
4/10/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",40
4/10/07,"West 37th Place, Chicago, IL, USA",41.825902,-87.667827,"-87.667827,41.825902",2
9/10/07,"2400 East 105th Street, Chicago, IL 60617, USA",41.704572,-87.565666,"-87.565666,41.704572",4
9/10/07,"3700 118th Street, Chicago, IL 60617, USA",41.680946,-87.535198,"-87.535198,41.680946",56
9/10/07,"3800 East 115th Street, Chicago, IL 60617, USA",41.686398,-87.531635,"-87.531635,41.686398",6
9/10/07,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",2
9/10/07,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",1
9/10/07,"East 91st Street, Chicago, IL, USA",41.729669,-87.582699,"-87.582699,41.729669",4
9/10/07,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",40
9/10/07,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",159
9/10/07,"South Mackinaw Avenue, Chicago, IL 60617, USA",41.737052,-87.543067,"-87.543067,41.737052",4
9/10/07,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",32
